Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
Untitled (Clown Creature),Minnie Evans,"(American, 1892–1987)",(c. 1944),Crayon and pencil on paper,"11 1/2 x 9 1/2"" (29.1 x 24.1 cm)",Gift of Mrs. Nina Howell Starr,49.1997,Drawing,Drawings,1996-10-18,Y,33520,http://www.moma.org/collection/works/33520
Untitled (Profile of Indian Woman),Minnie Evans,"(American, 1892–1987)",(c. 1948),Crayon and pencil on paper,"9 1/2 x 7"" (24.2 x 17.8 cm)",Gift of Mrs. Nina Howell Starr,50.1997,Drawing,Drawings,1996-10-18,Y,33526,http://www.moma.org/collection/works/33526
Untitled (Face in Mandala),Minnie Evans,"(American, 1892–1987)",(c. 1960),Ink and pencil on paper,"11 3/4 x 8 5/8"" (29.8 x 21.9 cm)",Gift of Mrs. Nina Howell Starr,51.1997,Drawing,Drawings,1996-10-18,N,33532,
Green Animal,Minnie Evans,"(American, 1892–1987)",(c. 1963),"Colored pencil, crayon, oil, and pencil on paper","8 7/8 x 11 1/2"" (22.6 x 29.2 cm)",Gift of Mrs. Nina Howell Starr,52.1997,Drawing,Drawings,1996-10-18,N,33536,
Untitled (African Face with Garden Scene),Minnie Evans,"(American, 1892–1987)",(c. 1973),"Pencil, crayon, and ink on paper","11 7/8 x 9"" (30.2 x 22.8 cm)",Gift of Mrs. Nina Howell Starr,53.1997,Drawing,Drawings,1996-10-18,Y,33543,http://www.moma.org/collection/works/33543
Robert (maquette),Chuck Close,"(American, born 1940)",1973,"Black and white photographs with masking tape, airbrush, pen, ink, pencil and blue ballpoint pen mounted on foamcore","50 3/4 x 40"" (128.9 x 101.6 cm) a) 23 3/4 x 19 3/4"" b) 23 3/4 x 20"" c) 27 1/4 x 19 3/4"" d) 27 1/4 x 20""",Gift of the artist,77.1996.a-d,Drawing,Drawings,1996-03-14,Y,33677,http://www.moma.org/collection/works/33677
Robert,Chuck Close,"(American, born 1940)",1977,"Ink, colored ink, felt-tip pen, and pencil on gelatin silver print with masking tape on foamcore","12 x 10 1/2"" (30.5 x 26.7 cm)",The Herbert and Nannette Rothschild Memorial Fund in memory of Judith Rothschild,78.1996,Drawing,Drawings,1996-03-14,Y,33685,http://www.moma.org/collection/works/33685
Untitled (Ecorché),Arshile Gorky,"(American, born Armenia. 1904–1948)",(c. 1932),Pencil on paper,"24 3/4 x 19 1/8"" (62.9 x 48.7 cm)",Purchased with funds provided by Leon D. Black,79.1996,Drawing,Drawings,1996-03-14,Y,33694,http://www.moma.org/collection/works/33694
Ashes of Phoenix,Adolph Gottlieb,"(American, 1903–1974)",1948,Gouache on paper,"18 x 23 3/4"" (45.8 x 60.3 cm)",Purchased with funds given by Leon D. Black,80.1996,Drawing,Drawings,1996-03-14,Y,33707,http://www.moma.org/collection/works/33707
Improvisation,Vasily Kandinsky,"(French, born Russia. 1866–1944)",(c. 1914),Watercolor and pencil on paper,"14 x 17 5/8"" (35.6 x 44.8 cm)",Louise Reinhardt Smith Bequest,81.1996,Drawing,Drawings,1996-03-14,Y,33718,http://www.moma.org/collection/works/33718
A los Ojos de la Historia,Kcho (Alexis Leyva Machado),"(Cuban, born 1970)",1992-95,Watercolor and charcoal on paper,"60 x 49 1/4"" (152.4 x 125.1 cm)",Purchased with funds given by Patricia and Morris Orden,82.1996,Drawing,Drawings,1996-03-14,Y,33724,http://www.moma.org/collection/works/33724
Untitled,Per Kirkeby,"(Danish, born 1938)",1977,Watercolor on tissue paper,"17 1/2 x 11 3/4"" (44.4 x 29.8 cm)",Purchased with funds bequeathed by Monawee Allen Richards,83.1996,Drawing,Drawings,1996-03-14,Y,33737,http://www.moma.org/collection/works/33737
Untitled,Per Kirkeby,"(Danish, born 1938)",1977,Watercolor on tissue paper,"13 3/4 x 11 7/8"" (35 x 30.2 cm)",Purchased with funds given by Agnes Gund,84.1996,Drawing,Drawings,1996-03-14,Y,33747,http://www.moma.org/collection/works/33747
Untitled,Joan Mitchell,"(American, 1925–1992)",1992,Pastel on paper,"29 1/2 x 21 3/4"" (75 x 55.2 cm)",Purchased with funds provided by Marie-Josée and Henry R. Kravis,85.1996,Drawing,Drawings,1996-03-14,Y,33756,http://www.moma.org/collection/works/33756
"Bed, Shoe and Cup",Elizabeth Murray,"(American, 1940–2007)",1994,Collage on paper,"15 1/2 x 9 7/8"" (39.4 x 25.1 cm)",Purchased with funds given by Richard E. Salomon,86.1996,Drawing,Drawings,1996-03-14,Y,33770,http://www.moma.org/collection/works/33770
Fist in Mouth,Bruce Nauman,"(American, born 1941)",1990,Cut-and-pasted printed paper and cut-and-pasted paper with watercolor and pencil on paper,"20 1/4 x 23 3/4"" (51.4 x 60.3 cm)",Purchased with funds given by Edward R. Broida,87.1996,Drawing,Drawings,1996-03-14,Y,33780,http://www.moma.org/collection/works/33780
No Title (A sweeping left),Raymond Pettibon,"(American, born 1957)",1992,Black and colored ink on paper,"10 7/8 x 19 1/4"" (27.6 x 48.5 cm)",Gift of the Friends of Contemporary Drawing,88.1996.1,Drawing,Drawings,1996-03-14,Y,33789,http://www.moma.org/collection/works/33789
Seventeen untitled drawings,Raymond Pettibon,"(American, born 1957)",1987-1995,Pen and ink on paper,Various dimensions,Gift of the Friends of Contemporary Drawing,88.1996.1-17,Drawing,Drawings,1996-03-14,N,33790,
No Title (For this reason),Raymond Pettibon,"(American, born 1957)",1992,Ink and colored ink on paper,"22 3/8 x 15 5/8"" (56.7 x 39.7 cm)",Gift of the Friends of Contemporary Drawing,88.1996.10,Drawing,Drawings,1996-03-14,Y,33791,http://www.moma.org/collection/works/33791
No Title (In my youth),Raymond Pettibon,"(American, born 1957)",1994,Black and colored ink on paper,"22 3/8 x 15 1/4"" (56.8 x 38.4 cm)",Gift of the Friends of Contemporary Drawing,88.1996.11,Drawing,Drawings,1996-03-14,Y,33792,http://www.moma.org/collection/works/33792
No Title (Make your deathbed),Raymond Pettibon,"(American, born 1957)",1991,Ink and colored ink on colored paper,"22 x 17 1/8"" (55.4 x 43.4 cm)",Gift of the Friends of Contemporary Drawing,88.1996.12,Drawing,Drawings,1996-03-14,Y,33793,http://www.moma.org/collection/works/33793
No Title (Houdini let your),Raymond Pettibon,"(American, born 1957)",1990,Black and colored ink on paper,"22 3/8 x 10 5/8"" (56.8 x 27 cm)",Gift of the Friends of Contemporary Drawing,88.1996.13,Drawing,Drawings,1996-03-14,Y,33794,http://www.moma.org/collection/works/33794
No Title (Sweet ether),Raymond Pettibon,"(American, born 1957)",1987,Ink and colored ink on paper,"17 x 14"" (43.1 x 35.5 cm)",Gift of the Friends of Contemporary Drawing,88.1996.15,Drawing,Drawings,1996-03-14,Y,33796,http://www.moma.org/collection/works/33796
No Title (Paint unspeakable),Raymond Pettibon,"(American, born 1957)",1991,Black and colored ink on paper,"22 1/4 x 17 1/4"" (56.2 x 43.5 cm).",Gift of the Friends of Contemporary Drawing,88.1996.16,Drawing,Drawings,1996-03-14,Y,33797,http://www.moma.org/collection/works/33797
No Title (And where are),Raymond Pettibon,"(American, born 1957)",1995,"Ink, felt-tipped pen, and pencil on paper","17 5/8 x 23 1/8"" (44 x 58.7 cm)",Gift of the Friends of Contemporary Drawing,88.1996.17,Drawing,Drawings,1996-03-14,Y,33798,http://www.moma.org/collection/works/33798
No Title (With all the),Raymond Pettibon,"(American, born 1957)",1987,Black and colored ink on paper,"16 x 11 3/4"" (40.6 x 29.8 cm)",Gift of the Friends of Contemporary Drawing,88.1996.2,Drawing,Drawings,1996-03-14,Y,33799,http://www.moma.org/collection/works/33799
No Title (As a man who deals),Raymond Pettibon,"(American, born 1957)",1991,Black and colored ink on paper,"14 x 11"" (35.5 x 27.9 cm)",Gift of the Friends of Contemporary Drawing,88.1996.3,Drawing,Drawings,1996-03-14,Y,33800,http://www.moma.org/collection/works/33800
No Title (A recurrent dream),Raymond Pettibon,"(American, born 1957)",1992,Black and colored ink on paper,"12 3/4 x 9 7/8"" (32.4 x 25.1 cm)",Gift of the Friends of Contemporary Drawing,88.1996.4,Drawing,Drawings,1996-03-14,Y,33801,http://www.moma.org/collection/works/33801
No Title (The sketch is),Raymond Pettibon,"(American, born 1957)",1992,Ink on paper,"11 3/8 x 7 1/2"" (28.9 x 19 cm)",Gift of the Friends of Contemporary Drawing,88.1996.5,Drawing,Drawings,1996-03-14,Y,33802,http://www.moma.org/collection/works/33802
No Title (Filling in so...),Raymond Pettibon,"(American, born 1957)",1991,Black and colored ink on paper,"13 1/2 x 10 3/8"" (34.2 x 26.3 cm)",Gift of the Friends of Contemporary Drawing,88.1996.6,Drawing,Drawings,1996-03-14,Y,33803,http://www.moma.org/collection/works/33803
No Title (Under my thumb...),Raymond Pettibon,"(American, born 1957)",1991,Ink on paper,"18 x 12"" (45.7 x 30.5 cm)",Gift of the Friends of Contemporary Drawing,88.1996.8,Drawing,Drawings,1996-03-14,Y,33805,http://www.moma.org/collection/works/33805
"No Title (Yes, this belonged)",Raymond Pettibon,"(American, born 1957)",1992,Black and colored ink on paper,"22 1/4 x 15 7/8"" (56.2 x 40.3 cm)",Gift of the Friends of Contemporary Drawing,88.1996.9,Drawing,Drawings,1996-03-14,Y,33806,http://www.moma.org/collection/works/33806
Pompe à combustible,Francis Picabia,"(French, 1879–1953)",(1922),Ink and gouache on paper,"30 1/8 x 22 1/8"" (76.2 x 56.2 cm)","Purchased with funds given by Jo Carole and Ronald S. Lauder, The Charles A. Dana Foundation, Mrs. June Noble Larkin, Sheldon H. Solow, Agnes Gund,  Maria-Gaetana Matisse, and the Committee on Drawings",89.1996,Drawing,Drawings,1996-03-14,Y,33814,http://www.moma.org/collection/works/33814
Meditation (Contemplation),Pablo Picasso,"(Spanish, 1881–1973)",(late 1904),Watercolor and ink on paper,"14 1/2 x 10 1/2"" (36.9 x 26.7 cm)",Louise Reinhardt Smith Bequest,90.1996,Drawing,Drawings,1996-03-14,Y,33823,http://www.moma.org/collection/works/33823
"Nude Woman, Standing",Pablo Picasso,"(Spanish, 1881–1973)",(1912),Ink and pencil on paper,"12 1/8 x 7 3/8"" (30.7 x 18.7 cm)",Louise Reinhardt Smith Bequest,91.1996,Drawing,Drawings,1996-03-14,Y,33833,http://www.moma.org/collection/works/33833
The Balcony,Pablo Picasso,"(Spanish, 1881–1973)",(1933),Watercolor and ink on paper,"14 3/4 x 19 7/8"" (37.5 x 50.5 cm)",Louise Reinhardt Smith Bequest,92.1996,Drawing,Drawings,1996-02-14,Y,33843,http://www.moma.org/collection/works/33843
"Untitled (Drawing for ""Silberner Ziegelstein"")",Sigmar Polke,"(German, 1941–2010)",1965,Ballpoint pen on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Purchased with funds given by Barbara G. Pine,93.1996,Drawing,Drawings,1996-03-14,Y,33852,http://www.moma.org/collection/works/33852
"Untitled (""Witz"")",Sigmar Polke,"(German, 1941–2010)",1965,Felt-tip pen and watercolor on paper,"11 3/4 x 8 1/4"" (29.8 x 21.2 cm)",Purchased with funds given by Jo Carole and Ronald S. Lauder,94.1996,Drawing,Drawings,1996-03-14,Y,33861,http://www.moma.org/collection/works/33861
Imaginary Figure,Odilon Redon,"(French, 1840–1916)",(c. 1881),Chalk and charcoal on paper,"14 x 13"" (35.6 x 33 cm)",Louise Reinhardt Smith Bequest,95.1996,Drawing,Drawings,1996-03-14,Y,33872,http://www.moma.org/collection/works/33872
The Fairy (Profile of Light),Odilon Redon,"(French, 1840–1916)",1882,Charcoal and chalk on paper,"14 1/8 x 10 1/4"" (35.9 x 26 cm)",Louise Reinhardt Smith Bequest,96.1996,Drawing,Drawings,1996-03-14,Y,33885,http://www.moma.org/collection/works/33885
Carriage and Dog (La Carriole et le chien),Georges-Pierre Seurat,"(French, 1859–1891)",c. 1882-84,Conté crayon on paper,"12 x 9"" (30.5 x 22.9 cm)",Louise Reinhardt Smith Bequest,97.1996,Drawing,Drawings,1996-03-14,Y,33895,http://www.moma.org/collection/works/33895
"APRIL 26, 1961",Tony Smith,"(American, 1912–1980)",1961,Ink on paper,"22 x 30 1/4"" (55.9 x 76.8 cm)",Fractional and promised gift of Robert F. and Anna Marie Shapiro,98.1996,Drawing,Drawings,1996-03-14,N,33904,
Untitled,Yayoi Kusama,"(Japanese, born 1929)",1952,Pastel and ballpoint pen on paper,"14 7/8 x 11 1/2"" (37.9 x 29.4 cm)",Gift of Patricia and Morris Orden in memory of Michèle Fox,209.1996,Drawing,Drawings,1996-05-16,Y,35262,http://www.moma.org/collection/works/35262
Flower,Yayoi Kusama,"(Japanese, born 1929)",1953 and (1963),"Ink, gouache, and pastel on paper","15 3/4 x 13 1/4"" (40.1 x 33.8 cm)",Purchased with funds given by Sheldon H. Solow,210.1996,Drawing,Drawings,1996-05-16,Y,35270,http://www.moma.org/collection/works/35270
Untitled,Brice Marden,"(American, born 1938)",1970-72,Graphite and wax on paper,"26 x 40"" (66.1 x 101.6 cm)",The Werner and Elaine Dannheisser Collection,211.1996,Drawing,Drawings,1996-05-16,Y,35277,http://www.moma.org/collection/works/35277
St. Barts 10,Brice Marden,"(American, born 1938)",1989/91,Ink on paper,"10 3/4 x 16"" (27.3 x 40.8 cm)",Gift of the Elaine Dannheisser Foundation,212.1996,Drawing,Drawings,1996-05-16,Y,35286,http://www.moma.org/collection/works/35286
Berliner Tasse,Mario Merz,"(Italian, 1925–2003)",1974,"Spray paint, ink, pencil and fat on paper","19 x 26 1/4"" (48.3 x 66.7 cm)","Purchased with funds given by Jo Carole and Ronald S. Lauder, Maria-Gaetana Matisse and the Committee on Drawings",213.1996.1-7,Drawing,Drawings,1996-05-16,N,35295,
Punch and Judy II Birth & Life & Sex & Death,Bruce Nauman,"(American, born 1941)",1985,Gouache and pencil on paper,"75 1/2 x 72 1/2"" (191.8 x 184.2 cm)",Gift of Werner and Elaine Dannheisser,214.1996,Drawing,Drawings,1996-05-16,Y,35304,http://www.moma.org/collection/works/35304
"Store Poster, Torn Out Letters, Newspaper. Pie, Cup Cakes and Hot Dog",Claes Oldenburg,"(American, born Sweden 1929)",1961,"Cut-and-pasted paper and printed paper, watercolor, and crayon on paper","20 x 26"" (50.8 x 66.1 cm)",Purchased with funds provided by Marie-Josée and Henry R. Kravis,215.1996,Drawing,Drawings,1996-05-16,Y,35318,http://www.moma.org/collection/works/35318
Untitled,Sigmar Polke,"(German, 1941–2010)",1983,Gouache on paper,"39 x 27 1/2"" (99.1 x 69.7 cm)",Gift of the Dannheisser Foundation,216.1996,Drawing,Drawings,1996-05-16,Y,35327,http://www.moma.org/collection/works/35327
Two Rounds,Richard Serra,"(American, born 1939)",1991,Paintstik on paper,"78 1/2 x 155"" (199.4 x 393.9 cm)",Gift of the Dannheisser Foundation,217.1996,Drawing,Drawings,1996-05-16,Y,35338,http://www.moma.org/collection/works/35338
Videy Drawing XIX,Richard Serra,"(American, born 1939)",1991,Paintstik on paper,"24 x 19"" (61 x 48.3 cm)",Gift of the Dannheisser Foundation,218.1996,Drawing,Drawings,1996-05-16,Y,35347,http://www.moma.org/collection/works/35347
Untitled,Tony Smith,"(American, 1912–1980)",(1953-55),Charcoal on paper,"31 1/2 x 39 1/8"" (80 x 99.4 cm)",Purchased with funds provided by Agnes Gund,219.1996,Drawing,Drawings,1996-05-16,Y,35357,http://www.moma.org/collection/works/35357
Untitled,Tony Smith,"(American, 1912–1980)",(1953-55),Charcoal on colored paper,"31 1/2 x 39 1/8"" (80 x 99.4 cm)",Purchased with funds provided by Sarah-Ann and Werner H. Kramarsky,220.1996,Drawing,Drawings,1996-05-16,Y,35363,http://www.moma.org/collection/works/35363
Islas Encantadas Series: Materia Prima I,Michelle Stuart,"(American, born 1938)",1981,"Earth from site (Galapagos Islands), graphite, black and white photographs, rag paper","32 x 40"" (81.3 x 101.6 cm)",Gift of the Dannheisser Foundation,221.1996,Drawing,Drawings,1996-05-16,N,35369,
Fascist Grapes,Paul Thek,"(American, 1933–1988)",1974,Synthetic polymer paint and gesso on newspaper,"22 3/4 x 33"" (57.8 x 83.9 cm)",Gift of the Friends of Contemporary Drawing,222.1996,Drawing,Drawings,1996-05-16,Y,35375,http://www.moma.org/collection/works/35375
Untitled (Green Potato),Paul Thek,"(American, 1933–1988)",(c. 1974),Synthetic polymer paint and gesso on newspaper,"22 3/4 x 33"" (57.8 x 83.9 cm)",Purchase through the Vincent D'Aquila and Harry Soviak Bequest Fund,223.1996,Drawing,Drawings,1996-05-16,Y,35381,http://www.moma.org/collection/works/35381
UNTITLED (SQUARE YELLOW SPIRAL),Paul Thek,"(American, 1933–1988)",1983,Acrylic and gesso on newspaper,"22 x 27 1/2"" (55.9 x 69.8 cm)",Purchase through the Vincent D'Aquila and Harry Soviak Bequest Fund,224.1996,Drawing,Drawings,1996-05-16,Y,35387,http://www.moma.org/collection/works/35387
A Flemish Intellectual,Luc Tuymans,"(Belgian, born 1958)",1995,Gouache and pencil on paper,"11 1/2 x 8 1/4"" (29.2 x 20.9 cm)",Gift of the Friends of Contemporary Drawing,225.1996,Drawing,Drawings,1996-05-16,Y,35394,http://www.moma.org/collection/works/35394
Yzer-Tower,Luc Tuymans,"(Belgian, born 1958)",1995,Watercolor on newsprint,"11 1/2 x 8 1/4"" (29.2 x 20.9 cm)",Gift of the Friends of Contemporary Drawing,226.1996,Drawing,Drawings,1996-05-16,Y,35400,http://www.moma.org/collection/works/35400
The Heritage,Luc Tuymans,"(Belgian, born 1958)",1996,Gouache on paper,"11 1/2 x 8 1/4"" (29.2 x 20.9 cm)",Gift of the Friends of Contemporary Drawing,227.1996,Drawing,Drawings,1996-05-16,Y,35406,http://www.moma.org/collection/works/35406
The Heritage,Luc Tuymans,"(Belgian, born 1958)",1996,Gouache on paper,"11 1/2 x 8 1/4"" (29.2 x 20.9 cm)",Gift of the Friends of Contemporary Drawing,228.1996,Drawing,Drawings,1996-05-16,Y,35410,http://www.moma.org/collection/works/35410
Schultafel,Joseph Beuys,"(German, 1921–1986)",1974,Chalk on painted board,"37 1/4 x 48 3/4"" (94.2 x 123.8 cm)",Gift of Werner and Elaine Dannheisser,206.1996,Drawing,Drawings,1996-05-06,Y,35539,http://www.moma.org/collection/works/35539
Untitled,Francesco Clemente,"(Italian, born 1952)",(n.d.),Pastel on paper,"23 1/2 x 17 3/4"" (59.7 x 45.1 cm)",Gift of Werner and Elaine Dannheisser,207.1996,Drawing,Drawings,1996-05-16,Y,35546,http://www.moma.org/collection/works/35546
Untitled (Doors),Toba Khedoori,"(Australian, born 1964)",1995,Oil and wax on three sheets of paper,"132 x 234"" (335.3 x 594.4 cm)",Gift of Lenore S. and Bernard A. Greenberg,208.1996.a-c,Drawing,Drawings,1996-05-16,Y,35555,http://www.moma.org/collection/works/35555
Chlorosis (Love sick),Marlene Dumas,"(South African, born 1953)",1994,"Ink, gouache, and synthetic polymer paint on paper","each sheet  26 x 19 1/2"" (66.2 x 49.5 cm)",The Herbert and Nannette Rothschild Memorial Fund in memory of Judith Rothschild,720.1996.a-x,Drawing,Drawings,1996-02-18,Y,37856,http://www.moma.org/collection/works/37856
Portrait of Adolfo Romagniolo,John D. (Ivan Dombrowski) Graham,"(American, born Ukraine. 1881–1961)",(1944),Pencil and ballpoint pen on paper,"22 3/4 x 15"" (57.9 x 38.1 cm)","Gift of Patricia F. Graham in memory of her husband, John David Graham and his brother, Nicholas G. W. Thorne",721.1996,Drawing,Drawings,1996-10-18,Y,37861,http://www.moma.org/collection/works/37861
OMPHALE (NYMPHA OMPHALE),John D. (Ivan Dombrowski) Graham,"(American, born Ukraine. 1881–1961)",n.d.,Pencil on tracing paper,"sheet  16 7/8 x 13 3/4"" (42.8 x 34.9 cm)","Gift of Patricia F. Graham in memory of her husband, John David Graham and his brother, Nicholas G. W. Thorne",722.1996,Drawing,Drawings,1996-10-18,N,37864,
"Study for ""PINXIT IN INFERNO""",John D. (Ivan Dombrowski) Graham,"(American, born Ukraine. 1881–1961)",n.d.,Black and red ballpoint pen and pencil,"23 x 15"" (58.6 x 38.1 cm)","Gift of Patricia F. Graham in memory of her husband, John David Graham and his brother, Nicholas G. W. Thorne",723.1996.a-b,Drawing,Drawings,1996-10-18,N,37869,
UNTITLED (WOMAN),John D. (Ivan Dombrowski) Graham,"(American, born Ukraine. 1881–1961)",n.d.,Ballpoint pen,"sheet  12 5/8 x 9 1/2"" (32.2 x 24.1 cm)","Gift of Patricia F. Graham in memory of her husband, John David Graham and his brother, Nicholas G. W. Thorne",724.1996,Drawing,Drawings,1996-10-18,N,37874,
UNTITLED (HEAD),John D. (Ivan Dombrowski) Graham,"(American, born Ukraine. 1881–1961)",n.d.,a). Pencil and ballpoint pen  b). Ballpoint pen,"14 x 9 7/8"" (35.6 x 25.1 cm)","Gift of Patricia F. Graham in memory of her husband, John David Graham and his brother, Nicholas G. W. Thorne",725.1996.a-b,Drawing,Drawings,1996-10-18,N,37878,
Untitled,Willem de Kooning,"(American, born the Netherlands. 1904–1997)",(1976),Oil on newspaper mounted on paper mounted on linen,"29 1/8 x 22 3/8"" (74 x 57 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,802.1996,Drawing,Drawings,1996-10-18,Y,38092,http://www.moma.org/collection/works/38092
"All Two Part Combinations of Arcs from Four Corners and Four Sides, Straight, Not-Straight and Broken Lines",Sol LeWitt,"(American, 1928–2007)","April 5, 1975",Ink and pencil on paper,"23 x 28 1/2"" (58.3 x 72.4 cm)",Gift of Pierre Apraxine in honor of Kynaston McShine,803.1996,Drawing,Drawings,1996-11-18,Y,38094,http://www.moma.org/collection/works/38094
Seated Woman with Vase of Tulips,Henri Matisse,"(French, 1869–1954)",1940,Pencil on paper,"16 1/2 x 21 1/4"" (42 x 54 cm)","Gift of Agnes Gund, The Edward John Noble Foundation, the Committee on Drawings. By exchange: The Estate of Nina and Gordon Bunshaft, Mr. and Mrs. Sidney Elliot Cohn, Maxine Hermanos, and Mrs. Bliss Parkinson",804.1996,Drawing,Drawings,1996-10-18,Y,38096,http://www.moma.org/collection/works/38096
"UNTITLED (Study for PERFECT DOOR, PERFECT ODOR, PERFECT RODO)",Bruce Nauman,"(American, born 1941)",1973,Pencil and crayon on paper,"30 x 40"" (76.2 x 101.6 cm)",Acquisition from the Werner Dannheisser Testamentary Trust,805.1996,Drawing,Drawings,1996-10-18,Y,38098,http://www.moma.org/collection/works/38098
Untitled,Barnett Newman,"(American, 1905–1970)",(1945),Watercolor on paper,"11 1/2 x 16 1/4"" (29.2 x 41.2 cm)",Purchase through the Vincent D'Aquila and Harry Soviak Bequest Fund,806.1996,Drawing,Drawings,1996-10-18,Y,38100,http://www.moma.org/collection/works/38100
Untitled,John Newman,"(American, born 1952)",1996,Mixed media,"11 x 8 1/2"" (27.9 x 21.6 cm)",Gift of Sally Ganz,807.1996,Drawing,Drawings,1996-10-18,N,38103,
WATERCOLOR (NO),Thomas Schütte,"(German, born 1954)",1996,Watercolor and colored pencil on paper,"11 1/4 x 7"" (28.6 x 17.8 cm)",Purchased with funds given by Charles B. Benenson,808.1996.1,Drawing,Drawings,1996-10-18,Y,38106,http://www.moma.org/collection/works/38106
"WATERCOLOR (I BELIEVE, TRUE, NO)",Thomas Schütte,"(German, born 1954)",1996,Watercolor and colored pencil on paper,,Purchased with funds given by Charles B. Benenson,808.1996.1-3,Drawing,Drawings,1996-10-18,N,38107,
WATERCOLOR (TRUE),Thomas Schütte,"(German, born 1954)",1996,Watercolor and colored pencil on paper,"11 1/4 x 7"" (28.6 x 17.8 cm)",Purchased with funds given by Charles B. Benenson,808.1996.2,Drawing,Drawings,1996-10-18,Y,38108,http://www.moma.org/collection/works/38108
WATERCOLOR (I BELIEVE),Thomas Schütte,"(German, born 1954)",1996,Watercolor on paper,"11 1/4 x 8 1/4"" (28.6 x 21 cm)",Purchased with funds given by Charles B. Benenson,808.1996.3,Drawing,Drawings,1996-10-18,Y,38109,http://www.moma.org/collection/works/38109
Self Portrait,Patti Smith,"(American, born 1946)",1971,"Pencil, ballpoint pen, colored pencil, charcoal and gouache with black and white instant print on paper","29 x 23"" (73.6 x 58.3 cm)",Gift of Patti Smith,809.1996,Drawing,Drawings,1996-10-18,Y,38111,http://www.moma.org/collection/works/38111
Portrait of Rimbaud,Patti Smith,"(American, born 1946)",26 August 1973,Pencil and colored pencil on paper,"19 7/8 x 15 7/8"" (50.5 x 40.3 cm)",Gift of Patti Smith,810.1996,Drawing,Drawings,1996-10-18,Y,38114,http://www.moma.org/collection/works/38114
Portrait of Robert Mapplethorpe for Robert Miller,Patti Smith,"(American, born 1946)",(1978),Pencil and colored pencil on illustration board,"20 x 15"" (50.8 x 38.1 cm)",Gift of Patti Smith,811.1996,Drawing,Drawings,1996-10-18,Y,38116,http://www.moma.org/collection/works/38116
Written Portrait (Stoned Head),Patti Smith,"(American, born 1946)",(1978),Pencil and colored pencil on paper,"29 7/8 x 22 1/2"" (76 x 57.2 cm)",Gift of Patti Smith,812.1996,Drawing,Drawings,1996-10-18,Y,38119,http://www.moma.org/collection/works/38119
Untitled,Rosemarie Trockel,"(German, born 1952)",1991,Ink on transparentized paper,"14 7/8 x 12 1/8"" (37.8 x 31.1 cm)",Purchased with funds given by Agnes Gund,813.1996,Drawing,Drawings,1996-10-18,Y,38122,http://www.moma.org/collection/works/38122
Untitled,Rosemarie Trockel,"(German, born 1952)",(1992),Ink on paper,"13 3/4 x 13 3/4"" (35 x 35 cm)",Purchased with funds given by Agnes Gund,814.1996,Drawing,Drawings,1996-10-18,Y,38124,http://www.moma.org/collection/works/38124
Image of Life and Death,Dieter Appelt,"(German, born 1935)",1981,Gelatin silver print from 16mm film,"72 1/2 x 7 15/16"" (184.1 x 20.3 cm)",Gift of Thomas Walther,249.1996,Photograph,Photography,1996-06-13,Y,49523,http://www.moma.org/collection/works/49523
The Skeptic,Amy Arbus,"(American, born 1954)",1994,Gelatin silver print,"18 11/16 x 12 7/8"" (47.5 x 32.7 cm)","Gift of The Junior Associates of The Museum of Modern Art, New York",250.1996,Photograph,Photography,1996-06-13,N,49538,
The Sneeze,Amy Arbus,"(American, born 1954)",1994,Gelatin silver print,"19 3/16 x 13 3/16"" (48.7 x 33.5 cm)","Gift of The Junior Associates of The Museum of Modern Art, New York",251.1996,Photograph,Photography,1996-06-13,N,49551,
Untitled (Project for Hamburg),Richard Artschwager,"(American, 1923–2013)",1978,Gelatin silver print (with paper collage and graphite),"14 3/4 x 19 3/4"" (37.5 x 50.2 cm)",Gift of The Contemporary Arts Council in memory of Eugene M. Schwartz,252.1996,Photograph,Photography,1996-06-13,Y,49564,http://www.moma.org/collection/works/49564
Untitled (Project for Hamburg),Richard Artschwager,"(American, 1923–2013)",1978,Gelatin silver print (with paper collage and graphite),"13 3/8 x 19 7/8"" (34 x 50.5 cm)",Gift of The Contemporary Arts Council in memory of Eugene M. Schwartz,253.1996,Photograph,Photography,1996-06-13,Y,49587,http://www.moma.org/collection/works/49587
Water Towers,"Bernd Becher, Hilla Becher","(German, 1931–2007) (German, born 1934)",1988,Gelatin silver prints,"67 11/16 x 55 1/8"" (172 x 140cm)",Gift of Werner and Elaine Dannheisser,254.1996.a-i,Photograph,Photography,1996-06-13,Y,49624,http://www.moma.org/collection/works/49624
Water from a Faucet,Dr. Harold E. Edgerton,"(American, 1903–1990)",1932,Gelatin silver print,"12 3/4 x 10"" (32.4 x 25.4 cm)",Gift of the artist,255.1996,Photograph,Photography,1996-06-13,Y,49635,http://www.moma.org/collection/works/49635
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 x 7 5/8"" (22.9 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,256.1996,Photograph,Photography,1996-06-13,Y,49645,http://www.moma.org/collection/works/49645
