Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
Woman Plaiting Her Hair,Pablo Picasso,"(Spanish, 1881–1973)","Paris, late summer or fall 1906",Oil on canvas,"50 x 35 3/4"" (127 x 90.8 cm)",Florene May Schoenborn Bequest,826.1996,Painting,Painting & Sculpture,1996-12-09,Y,80393,http://www.moma.org/collection/works/80393
Woman with Pears,Pablo Picasso,"(Spanish, 1881–1973)","Horta de San Joan, summer 1909",Oil on canvas,"36 1/4 x 27 7/8"" (92.1 x 70.8 cm)",Florene May Schoenborn Bequest,827.1996,Painting,Painting & Sculpture,1996-12-09,Y,80394,http://www.moma.org/collection/works/80394
Woman in an Armchair,Pablo Picasso,"(Spanish, 1881–1973)",July 1941,Oil on canvas,"36 3/8 x 29"" (92.4 x 73.6 cm)",Florene May Schoenborn Bequest,828.1996,Painting,Painting & Sculpture,1996-12-09,Y,80396,http://www.moma.org/collection/works/80396
Self-Portrait,Gerhard Richter,"(German, born 1932)",1996,Oil on linen,"20 1/8 x 18 1/4"" (51.1 x 46.4 cm)",Gift of Jo Carole and Ronald S. Lauder and Committee on Painting and Sculpture Funds,829.1996,Painting,Painting & Sculpture,1996-12-09,Y,80397,http://www.moma.org/collection/works/80397
Man in a Green Coat,Chaim Soutine,"(French, 1893–1943)",c. 1921,Oil on canvas,"35 x 22"" (88.9 x 55.8 cm)",Florene May Schoenborn Bequest,830.1996,Painting,Painting & Sculpture,1996-12-09,Y,80399,http://www.moma.org/collection/works/80399
Woman Walks into Bar - Is Raped by Four Men on the Pool Table - While 20 Watch,Sue Coe,"(British, born 1951)",1983,Mixed media,"7' 7 5/8"" x 9' 5 1/4"" (232.7 x 287.7 cm)",Acquisition from Werner and Elaine Dannheisser,880.1996,Painting,Painting & Sculpture,1996-12-19,Y,80414,http://www.moma.org/collection/works/80414
Untitled,Tom Friedman,"(American, born 1965)",1995,"Plastic, hair, fuzz, Play-doh, wire, paint, and wood","24 1/4 x 24 x 24"" (61.5 x 61 x 61 cm)",Given anonymously,1.1996,Sculpture,Painting & Sculpture,1996-03-11,Y,80741,http://www.moma.org/collection/works/80741
Untitled,Doris Salcedo,"(Colombian, born 1958)",1995,"Wood, cement, steel, cloth, and leather","7' 9"" x 41"" x 19"" (236.2 x 104.1 x 48.2 cm)","The Norman and Rosita Winston Foundation, Inc. Fund",4.1996,Sculpture,Painting & Sculpture,1996-03-11,Y,80767,http://www.moma.org/collection/works/80767
4 Blocks and Stones,Carl Andre,"(American, born 1935)",1973,"Concrete blocks, river stones, and geological specimens","Overall 5 1/2"" x 7' x 12"" (14 x 182.9 x 30.5 cm)",Gift of the Dannheisser Foundation,161.1996.a-h,Sculpture,Painting & Sculpture,1996-04-09,Y,81051,http://www.moma.org/collection/works/81051
Smithereens,Carl Andre,"(American, born 1935)",1984,Concrete blocks,"Each block 3 5/8 x 7 5/8 x 15 1/2"" (9.2 x 19.4 x 39.4 cm), overall 7 5/8 x 13' 5 1/2"" x 9' 1 3/8"" (19.4 x 410.2 x 277.8 cm)",Gift of the Dannheisser Foundation,162.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81053,http://www.moma.org/collection/works/81053
Drawing Restraint 7,Matthew Barney,"(American, born 1967)",1993,"Three-channel video (color, no sound), video monitors, steel, and internally lubricated plastic, and fluorescent light fixtures",Dimensions variable,Gift of the Dannheisser Foundation,164.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81055,http://www.moma.org/collection/works/81055
Fat Felt Sculpture (Fat Battery),Joseph Beuys,"(German, 1921–1986)",1963,"Fat, felt and cardboard box in metal and glass display case","44 x 27 1/4 x 34"" (111.8 x 69.2 x 86.3 cm)",Gift of Werner and Elaine Dannheisser,165.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81056,http://www.moma.org/collection/works/81056
A Rolled Banner - Hare's Blood,Joseph Beuys,"(German, 1921–1986)",1983,"Lead, hare's blood, glass, and steel","30 1/8 x 24 x 2 3/8"" (76.5 x 61 x 6 cm)",Gift of Werner and Elaine Dannheisser,166.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81058,http://www.moma.org/collection/works/81058
Bricks and Bottles,Tony Cragg,"(British, born 1949)",1982,Bricks and glass,"overall 9' 6 1/4"" x 43"" x 3"" (290.2 x 109.2 x 7.6 cm)",Gift of the Dannheisser Foundation,167.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81060,http://www.moma.org/collection/works/81060
Untitled,Robert Gober,"(American, born 1954)",1985,"Plaster, wood, steel, wire lath, and enamel paint","28 3/4 x 25 x 20 1/2"" (73 x 63.5 x 52.1 cm)",Gift of Werner and Elaine Dannheisser,169.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81062,http://www.moma.org/collection/works/81062
Untitled,Robert Gober,"(American, born 1954)",1986,"Wood, cotton, wool, down, and enamel paint","36 1/2"" x 43"" x 6' 4 3/8"" (92.7 x 109.2 x 192 cm)",Gift of Werner and Elaine Dannheisser,170.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81063,http://www.moma.org/collection/works/81063
Open Playpen,Robert Gober,"(American, born 1954)",1987,Enamel paint on wood,"25 1/2 x 35 3/4 x 35 3/4"" (64.2 x 90.8 x 90.8 cm)",Gift of Werner and Elaine Dannheisser,171.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81064,http://www.moma.org/collection/works/81064
Untitled Leg,Robert Gober,"(American, born 1954)",1989-90,"Beeswax, cotton, wood, leather, and human hair","11 3/8 x 7 3/4 x 20"" (28.9 x 19.7 x 50.8 cm)",Gift of the Dannheisser Foundation,172.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81067,http://www.moma.org/collection/works/81067
Untitled,Robert Gober,"(American, born 1954)",1991,"Wood, beeswax, leather, fabric, and human hair","13 1/4 x 16 1/2 x 46 1/8"" (33.6 x 41.9 x 117.2 cm)",Gift of Werner and Elaine Dannheisser,173.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81069,http://www.moma.org/collection/works/81069
Untitled,Robert Gober,"(American, born 1954)",1992,Wax and human hair,"3"" x 7 3/4 "" x 2 3/4""  (7.6 x 19.7 x 7 cm)",Gift of Werner and Elaine Dannheisser,174.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81070,http://www.moma.org/collection/works/81070
Prison Window,Robert Gober,"(American, born 1954)",1992,"Plywood, forged iron, plaster, latex paint, and electric light bulbs","Opening 24 x 24"" (61 x 61 cm)",Gift of the Dannheisser Foundation,175.1996,Installation,Painting & Sculpture,1996-04-09,Y,81072,http://www.moma.org/collection/works/81072
"""Untitled"" (USA Today)",Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)",1990,"Candies, individually wrapped in red, silver, and blue cellophane (endless supply)",Dimensions vary with installationIdeal weight: 300 lbs (136 kg),Gift of the Dannheisser Foundation,176.1996,Installation,Painting & Sculpture,1996-04-09,Y,81073,http://www.moma.org/collection/works/81073
"""Untitled"" (Perfect Lovers)",Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)",1991,"Clocks, paint on wall","Overall 14 x 28 x 2 3/4"" (35.6 x 71.2 x 7 cm)",Gift of the Dannheisser Foundation,177.1996.a-b,Sculpture,Painting & Sculpture,1996-04-09,Y,81074,http://www.moma.org/collection/works/81074
"""Untitled"" (Portrait of Elaine Dannheisser)",Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)",1993,Paint on wall,Dimensions vary with installation,Gift of Werner and Elaine Dannheisser,178.1996,Installation,Painting & Sculpture,1996-04-09,Y,81075,http://www.moma.org/collection/works/81075
"""Untitled"" (Supreme Majority)",Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)",1991,"Paper, seven parts","Dimensions vary with installationOverall approximately 61 x 86 x 36"" (154.9 x 218.5 x 91.4 cm)",Gift of Werner and Elaine Dannheisser,179.1996.a-g,Sculpture,Painting & Sculpture,1996-04-09,Y,81076,http://www.moma.org/collection/works/81076
Muttler,Georg Herold,"(German, born 1947)",1985,"Wire, underpants, and glue on base with lettering","12 5/8 x 10 3/4 x 13 5/8"" (32.1 x 27.3 x 34.5 cm);  52 1/8 x 15 3/4 x 15 3/4"" (100 x 40 x 40 cm) including 1997 refabricated wood base",Gift of Werner and Elaine Dannheisser,181.1996.a-b,Sculpture,Painting & Sculpture,1996-04-09,Y,81081,http://www.moma.org/collection/works/81081
Laments,Jenny Holzer,"(American, born 1950)",1989,"Video (19 min.) and book. Book published by DIA Art Foundation, printed by Conrad Gleber Printing and Publishing. Directed by Mark Pellington. Edition of 2500","Book  7 3/4 x 4 1/2  x 1/8"" (19.6 x 11.4 x .3 cm)",Gift of Werner and Elaine Dannheisser,182.1996.a-b,Sculpture,Painting & Sculpture,1996-04-09,N,81084,
New Shelton Wet/Dry Doubledecker,Jeff Koons,"(American, born 1955)",1981,"Vacuum cleaners, plexiglass, and fluorescent lights","8' 5/8"" x 28"" x 28"" (245.4 x 71.1 x 71.1 cm)",Gift of Werner and Elaine Dannheisser,185.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81090,http://www.moma.org/collection/works/81090
Baccarat Crystal Set,Jeff Koons,"(American, born 1955)",1986,Stainless steel,"12 1/4"" (31.1 cm) high x 16 1/2"" (41.7 cm) in diameter",Gift of Werner and Elaine Dannheisser,186.1996.a-i,Sculpture,Painting & Sculpture,1996-04-09,Y,81091,http://www.moma.org/collection/works/81091
Pink Panther,Jeff Koons,"(American, born 1955)",1988,Porcelain on formica base,"41 x 20 1/2 x 19"" (104.1 x 52 x 48.2 cm)",Gift of Werner and Elaine Dannheisser,187.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81095,http://www.moma.org/collection/works/81095
Kilkenny Circle,Richard Long,"(British, born 1945)",1984,Stones,"8' 10 1/4"" (270 cm) in diameter",Gift of the Dannheisser Foundation,188.1996,Installation,Painting & Sculpture,1996-04-09,Y,81099,http://www.moma.org/collection/works/81099
Perfect Door/Perfect Odor/Perfect Rodo,Bruce Nauman,"(American, born 1941)",1972,"Neon tubing and wire with glass tubing suspension frames, three parts","Each 21 3/8 x 28 7/8 x 2 1/4"" (54.3 x 73.3 x 5.7 cm)",Gift of Werner and Elaine Dannheisser,191.1996.a-c,Sculpture,Painting & Sculpture,1996-04-09,Y,81106,http://www.moma.org/collection/works/81106
Model for Triangular Depression,Bruce Nauman,"(American, born 1941)",1977,"Plaster, burlap, expanded steel mesh, and steel beams","21"" x 10' 1"" x 8' 7"" (53.3  x 307.3 x 261.6 cm)",Gift of Werner and Elaine Dannheisser,192.1996.a-c,Sculpture,Painting & Sculpture,1996-04-09,Y,81110,http://www.moma.org/collection/works/81110
Dirty Joke,Bruce Nauman,"(American, born 1941)",1987,"Two color video monitors, two videotape players, two videotapes (color, sound), and cable",Dimensions variable,Gift of Werner and Elaine Dannheisser,193.1996,Sculpture,Painting & Sculpture,1996-04-09,Y,81113,http://www.moma.org/collection/works/81113
Three Part Large Animals,Bruce Nauman,"(American, born 1941)",1989,Polyurethane foam and wire,"55 1/2"" x 10' 1"" x 7' 4 3/4"" (140.9 x 307.3 x 225.4 cm)",Gift of the Dannheisser Foundation,194.1996.a-c,Sculpture,Painting & Sculpture,1996-04-09,Y,81114,http://www.moma.org/collection/works/81114
Think,Bruce Nauman,"(American, born 1941)",1993,"Two color video monitors, two laser disc players, two laser discs (color, sound), and metal table",Dimensions variable,Gift of Werner and Elaine Dannheisser,195.1996.a-d,Sculpture,Painting & Sculpture,1996-04-09,Y,81117,http://www.moma.org/collection/works/81117
Melnikov,Richard Serra,"(American, born 1939)",1987,"Hot rolled steel, two plates","each 57 1/2"" x 8' x 2"" (146.1 x 243.8 x 5.1 cm); overall 8' 3"" x 8' x 10' 10 1/2"" (251.5 x 243.8 x  331.5 cm)",Gift of Werner and Elaine Dannheisser,203.1996.a-b,Sculpture,Painting & Sculpture,1996-04-09,Y,81134,http://www.moma.org/collection/works/81134
The Infinite Column I,Kcho (Alexis Leyva Machado),"(Cuban, born 1970)",1996,Wood and metal,"12' 10"" x 12' 7"" x 11' 1"" (391.1 x 383.5 x  337.8 cm)",Committee on Painting and Sculpture Funds,204.1996,Sculpture,Painting & Sculpture,1996-05-06,Y,81136,http://www.moma.org/collection/works/81136
Six,Tony Oursler,"(American, born 1957)",1996,"Six-channel video (color, sound), projectors, tripods, video cassette players, and synthetic polymer paint on fiberglass","Each sphere, approximately 18"" (45.7 cm) in diameter. Overall dimensions variable, Museum installation 11' 5"" x 34' 9"" x 28' (347.9 x 1059.1 x 853.4 cm)",Margot Gottlieb Bequest (by exchange),205.1996,Installation,Painting & Sculpture,1996-05-06,Y,81137,http://www.moma.org/collection/works/81137
Cat Litter,Robert Gober,"(American, born 1954)",1989,"Plaster, ink, and latex paint","17 x 8 x 5""  (43.2 x 20.3 x 12.7 cm)",Acquisition from the Werner Dannheisser Testamentary Trust,466.1996,Sculpture,Painting & Sculpture,1996-10-07,Y,81486,http://www.moma.org/collection/works/81486
"Hanging Heads #2 (Blue Andrew with Plug/White Julie, Mouth Closed)",Bruce Nauman,"(American, born 1941)",1989,Wax and wire,"Two heads 10 3/4 x 9 1/2 x 7 3/4"" (27.3 x 24.2 x 19.7 cm) and 10 1/2 x 8 3/4 x 7 1/4"" (26.7 x 22.2 x 18.4 cm), suspended approximately 72 3/4"" (185 cm) above the floor",Acquisition from the Werner Dannheisser Testamentary Trust,470.1996.a-b,Sculpture,Painting & Sculpture,1996-10-07,Y,81489,http://www.moma.org/collection/works/81489
Learned Helplessness in Rats (Rock and Roll Drummer),Bruce Nauman,"(American, born 1941)",1988,"Plexiglass maze, closed-circuit video camera, scanner and mount, switcher, two videotape players, 13-inch color monitor, 9-inch back-and-white monitor, video projector, and two videotapes (color, sound)",Dimensions variable,Acquisition from the Werner Dannheisser Testamentary Trust,471.1996,Installation,Painting & Sculpture,1996-10-07,Y,81490,http://www.moma.org/collection/works/81490
"Remainders: Novel, Sculpture, Film",Allen Ruppersberg,"(American, born 1944)",1991,"Self-published books, oak table, and cardboard boxes","45 x 47 1/2 x 29 7/8"" (114.4 x 120.6 x 75.9 cm)",Given anonymously,474.1996,Sculpture,Painting & Sculpture,1996-10-07,Y,81494,http://www.moma.org/collection/works/81494
Self-Portrait with Sliding Light,Christopher Wilmarth,"(American, 1943–1987)",1987,"Steel, bronze and lead","53 5/8 x 16 7/8 x 7 1/4"" (136.2 x 42.8 x 18.4 cm)",Gift of Susan Wilmarth,477.1996,Sculpture,Painting & Sculpture,1996-10-07,Y,81495,http://www.moma.org/collection/works/81495
Gazing Head,Alberto Giacometti,"(Swiss, 1901–1966)",1928-29,Bronze,"15 1/2 x 14 1/2 x 2 1/2"" (39.3 x 36.8 x 6.3 cm)",Florene May Schoenborn Bequest,817.1996,Sculpture,Painting & Sculpture,1996-12-09,Y,81885,http://www.moma.org/collection/works/81885
Woman with Drapery,Henri Laurens,"(French, 1885–1954)",1928,Bronze,"28 x 12 1/8 x 5 7/8"" (71.1 x 30.8 x 14.9 cm)",Florene May Schoenborn Bequest,820.1996,Sculpture,Painting & Sculpture,1996-12-09,Y,81890,http://www.moma.org/collection/works/81890
Atomic Head,Isamu Noguchi,"(American, 1904–1988)",1957,Iron on painted wood base,"9 x 7 1/4 x 4 1/4"" (22.8 x 18.4 x 10.8 cm), base 14 1/8 x 7 x 5 7/8"" (35.9 x 17.8 x 14.9 cm)",Florene May Schoenborn Bequest,823.1996,Sculpture,Painting & Sculpture,1996-12-09,Y,81892,http://www.moma.org/collection/works/81892
My Pacific (Polynesian Culture),Isamu Noguchi,"(American, 1904–1988)",1942,Driftwood,"41 x 21 x 8 1/4"" (104.1 x 53.3 x 20.9 cm)",Florene May Schoenborn Bequest,824.1996,Sculpture,Painting & Sculpture,1996-12-09,Y,81893,http://www.moma.org/collection/works/81893
Pace Car for the Hubris Pill,Matthew Barney,"(American, born 1967)",1991,"Internally lubricated plastic, Teflon fabric, and cast glucose capsule, and cast sucrose wedge","53 1/4"" x 6' 4 1/2"" x 48"" (135.2 x 194.3 x 121.9 cm)",Acquisition from Werner and Elaine Dannheisser,878.1996.a-d,Sculpture,Painting & Sculpture,1996-12-19,Y,81911,http://www.moma.org/collection/works/81911
Delay of Game (Manual) B,Matthew Barney,"(American, born 1967)",1991,Gelatin silver print in prosthetic plastic frame,"14 5/8 x 13 x 1/4"" (37.2 x 33 x 0.6 cm)",Acquisition from Werner and Elaine Dannheisser,879.1996,Sculpture,Photography,1996-12-19,Y,81912,http://www.moma.org/collection/works/81912
Black Table with Table Ware,Katharina Fritsch,"(German, born 1956)",1985,"Wood, paint, and plastic","Overall 36 3/4 (93.3 cm) high x 59 1/8"" (150 cm) diameter",Acquisition from Werner and Elaine Dannheisser,881.1996.a-q,Sculpture,Painting & Sculpture,1996-12-19,Y,81913,http://www.moma.org/collection/works/81913
"Spreebogen Competition for the German Parliament, project, Berlin, Germany","Kolatan / Mac Donald Studio, Ayse Sulan Kolatan, William J. Mac Donald, Minsuk Cho, Ferda Kolatan, Chiakai Yang, Anke Scheren, Michael Kennedy, George Grenier III, Joseph Bula, Baine Gaiser, Patrick Kane, Antonio Palladino, Teresa Chang, Gayle Tsern, Long Hair George Krausas","(founded 1988) (American, born Turkey 1958) (American, born 1956)",1993,model,"2 1/2 x 53 x 39"" (6.4 x 134.6 x 99.1 cm)","Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",100.1996,A&D Architectural Model,Architecture & Design,1996-04-09,N,82389,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"59 x 36 1/2"" (149.9 x 92.7 cm)",Gift of the manufacturer,117.1996.1,A&D Design,Architecture & Design,1996-04-09,N,83734,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"59 1/4 x 36 1/2"" (150.5 x 92.7 cm)",Gift of the manufacturer,117.1996.2,A&D Design,Architecture & Design,1996-04-09,N,83735,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"58 1/2 x 36 1/4"" (148.6 x 92.1 cm)",Gift of the manufacturer,117.1996.3,A&D Design,Architecture & Design,1996-04-09,N,83736,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"57 x 36 1/4"" (144.8 x 92.1 cm)",Gift of the manufacturer,117.1996.4,A&D Design,Architecture & Design,1996-04-09,N,83737,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"59 1/2 x 36 1/2"" (151.1 x 92.7 cm)",Gift of the manufacturer,117.1996.5,A&D Design,Architecture & Design,1996-04-09,N,83738,
Woodnotes Textile,Ritva Puotila,"(Finnish, born 1935)",1987-91,Paper twine,"18 1/4 x 14 1/4"" (46.4 x 36.2 cm)",Gift of the manufacturer,117.1996.6,A&D Design,Architecture & Design,1996-04-09,N,83739,
Berliner Tasse,Mario Merz,"(Italian, 1925–2003)",1974,"Colored ink, ink, crayon, felt-tip pen, and pencil on yellow paper (with cut-out holes)","19 x 26 1/4"" (48.3 x 66.7 cm)","Purchased with funds given by Jo Carole and Ronald S. Lauder, Maria-Gaetana Matisse and the Committee on Drawings",213.1996.1,Drawing,Drawings,1996-05-16,N,84958,
