Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
03/17/2014,140706795,03/13/2014,0200,07,Wilshire,0762,510,VEHICLE - STOLEN,IC,Invest Cont, 1500      S  HAYWORTH                     AV,,"(34.0499, -118.368)"
03/15/2014,140706796,03/13/2014,2245,07,Wilshire,0745,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1000      S  BURNSIDE                     AV,,"(34.0574, -118.3514)"
03/18/2014,140706855,03/13/2014,0815,07,Wilshire,0726,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,              LA BREA,   3RD,"(34.0689, -118.344)"
03/20/2014,140706921,03/13/2014,0730,07,Wilshire,0736,997,TRAFFIC DR #,IC,Invest Cont,              DETROIT                      ST,   6TH,"(34.0659, -118.3451)"
03/15/2014,140707402,03/13/2014,1520,07,Wilshire,0702,997,TRAFFIC DR #,IC,Invest Cont,              POINSETTIA,   CLINTON,"(34.0819, -118.3486)"
03/13/2014,140800689,03/13/2014,0800,08,West LA,0897,310,BURGLARY,IC,Invest Cont, 3200         BAGLEY                       AV,,"(34.0325, -118.3954)"
03/14/2014,140800690,03/13/2014,2045,08,West LA,0889,310,BURGLARY,IC,Invest Cont, 1900      S  HOLT                         AV,,"(34.0434, -118.3807)"
03/14/2014,140800691,03/13/2014,1000,08,West LA,0889,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1900      S  HOLT                         AV,,"(34.0434, -118.3807)"
03/13/2014,140800692,03/13/2014,2000,08,West LA,0882,210,ROBBERY,AA,Adult Arrest, 2200         SAWTELLE                     BL,,"(34.0382, -118.4412)"
03/13/2014,140806612,03/13/2014,1155,08,West LA,0825,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET,   BRISTOL                      CR,
03/13/2014,140806613,03/13/2014,1015,08,West LA,0835,997,TRAFFIC DR #,IC,Invest Cont,              OLYMPIC                      BL,   GREENFIELD                   AV,"(34.0405, -118.4375)"
03/13/2014,140806620,03/13/2014,1400,08,West LA,0884,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,11100      W  PICO                         BL,,"(34.037, -118.4351)"
03/13/2014,140806622,03/13/2014,2000,08,West LA,0849,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1000      S  SHERBOURNE                   DR,,"(34.0594, -118.3793)"
03/13/2014,140806623,03/13/2014,0900,08,West LA,0855,850,INDECENT EXPOSURE,IC,Invest Cont,              OHIO,   BELOIT,"(34.0489, -118.4491)"
03/13/2014,140806625,03/13/2014,1430,08,West LA,0897,310,BURGLARY,IC,Invest Cont, 3300         BAGLEY                       AV,,"(34.0314, -118.3959)"
03/13/2014,140806627,03/13/2014,1955,08,West LA,0855,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1700         MALCOLM                      AV,,"(34.0519, -118.4366)"
03/14/2014,140806628,03/13/2014,1815,08,West LA,0835,510,VEHICLE - STOLEN,IC,Invest Cont, 1900         CAMDEN                       AV,,"(34.0455, -118.4399)"
03/13/2014,140806632,03/13/2014,0400,08,West LA,0859,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1400      S  LA CIENEGA                   BL,,"(34.0534, -118.3762)"
03/13/2014,140806633,03/13/2014,0900,08,West LA,0889,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 8800         GUTHRIE                      AV,,"(34.0416, -118.3836)"
03/13/2014,140806635,03/13/2014,1200,08,West LA,0882,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              SAWTELLE                     BL,   OLYMPIC                      BL,"(34.0418, -118.4444)"
03/13/2014,140806642,03/13/2014,2120,08,West LA,0841,886,DISTURBING THE PEACE,IC,Invest Cont, 1300         WELLESLEY                    AV,,"(34.0415, -118.4677)"
03/14/2014,140806647,03/13/2014,1800,08,West LA,0881,310,BURGLARY,IC,Invest Cont,11800      W  OLYMPIC                      BL,,"(34.0314, -118.4592)"
03/13/2014,140806660,03/13/2014,1730,08,West LA,0898,624,BATTERY - SIMPLE ASSAULT,JA,Juv Arrest, 2900      S  ROBERTSON                    BL,,"(34.0349, -118.3893)"
03/15/2014,140806692,03/13/2014,0030,08,West LA,0885,997,TRAFFIC DR #,IC,Invest Cont,              OVERLAND                     AV,   COVENTRY,"(34.0417, -118.4246)"
03/20/2014,140806860,03/13/2014,0950,08,West LA,0807,997,TRAFFIC DR #,IC,Invest Cont,              ANGELO                       DR,   HOLLOW GLEN                  CI,"(34.1171, -118.4432)"
03/19/2014,140806889,03/13/2014,0900,08,West LA,0834,354,THEFT OF IDENTITY,IC,Invest Cont,10500         ASHTON                       AV,,"(34.0638, -118.4309)"
03/25/2014,140807002,03/13/2014,0800,08,West LA,0887,354,THEFT OF IDENTITY,IC,Invest Cont, 2400      S  CANFIELD                     AV,,"(34.0403, -118.3911)"
03/13/2014,140808352,03/13/2014,1314,08,West LA,0899,110,CRIMINAL HOMICIDE,AO,Adult Other, 8800         CATTARAGAUS                  BL,,
03/13/2014,140900654,03/13/2014,1130,09,Van Nuys,0952,761,BRANDISH WEAPON,IC,Invest Cont,              CLARK                        ST,   VESPER                       AV,"(34.1685, -118.4661)"
03/13/2014,140907520,03/13/2014,0005,09,Van Nuys,0989,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,13500         MOORPARK                     ST,,"(34.1504, -118.427)"
03/13/2014,140907528,03/13/2014,0330,09,Van Nuys,0916,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 6900         WOODMAN                      AV,,"(34.1958, -118.4312)"
03/13/2014,140907530,03/13/2014,0645,09,Van Nuys,0963,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS                     BL,   HUSTON                       ST,"(34.1573, -118.4487)"
03/13/2014,140907531,03/13/2014,0703,09,Van Nuys,0981,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA,   NOBLE,"(34.1531, -118.4618)"
03/13/2014,140907543,03/13/2014,1800,09,Van Nuys,0914,997,TRAFFIC DR #,IC,Invest Cont,              VANOWEN                      ST,   SEPULVEDA                    BL,"(34.1939, -118.4652)"
03/13/2014,140907555,03/13/2014,1645,09,Van Nuys,0933,900,VIOLATION OF COURT ORDER,AA,Adult Arrest, 6300         VAN NUYS                     BL,,"(34.1847, -118.4487)"
03/13/2014,140907556,03/13/2014,1820,09,Van Nuys,0906,997,TRAFFIC DR #,IC,Invest Cont,              HAZELTINE,   VALERIO,"(34.2049, -118.44)"
03/13/2014,140907557,03/13/2014,1600,09,Van Nuys,0923,440,THEFT PLAIN - PETTY ($950 & UNDER),AO,Adult Other, 6500         VAN NUYS                     BL,,"(34.1887, -118.4487)"
03/13/2014,140907559,03/13/2014,0750,09,Van Nuys,0929,310,BURGLARY,IC,Invest Cont, 6500         BUFFALO                      AV,,"(34.1886, -118.4301)"
03/13/2014,140907562,03/13/2014,1300,09,Van Nuys,0963,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,15100         OTSEGO                       ST,,"(34.163, -118.4618)"
03/14/2014,140907564,03/13/2014,1700,09,Van Nuys,0929,510,VEHICLE - STOLEN,IC,Invest Cont, 6400         SUNNYSLOPE                   AV,,"(34.1867, -118.4268)"
03/14/2014,140907575,03/13/2014,1200,09,Van Nuys,0906,354,THEFT OF IDENTITY,IC,Invest Cont, 7200         TYRONE                       AV,,"(34.2012, -118.4444)"
03/14/2014,140907577,03/13/2014,1500,09,Van Nuys,0964,354,THEFT OF IDENTITY,IC,Invest Cont,14300         ADDISON                      ST,,"(34.1613, -118.4443)"
03/13/2014,140907763,03/13/2014,1130,09,Van Nuys,0969,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,12900         RIVERSIDE                    DR,,"(34.1576, -118.4138)"
03/18/2014,140907788,03/13/2014,1000,09,Van Nuys,0985,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 4500         HAZELTINE                    AV,,"(34.153, -118.44)"
03/19/2014,140907907,03/13/2014,1900,09,Van Nuys,0906,886,DISTURBING THE PEACE,IC,Invest Cont,              STANSBURY                    AV,   RUNNYMEDE                    ST,"(34.2062, -118.4409)"
03/20/2014,140907921,03/13/2014,1300,09,Van Nuys,0946,354,THEFT OF IDENTITY,IC,Invest Cont, 5600         WOODMAN                      AV,,"(34.1722, -118.4312)"
03/20/2014,140907923,03/13/2014,1300,09,Van Nuys,0901,354,THEFT OF IDENTITY,IC,Invest Cont, 7300         SEPULVEDA                    BL,,"(34.203, -118.4662)"
03/21/2014,140907971,03/13/2014,2000,09,Van Nuys,0985,510,VEHICLE - STOLEN,IC,Invest Cont,14200         VALLEY VISTA                 BL,,"(34.1451, -118.4429)"
03/24/2014,140908092,03/13/2014,1230,09,Van Nuys,0989,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,13600         VENTURA                      BL,,"(34.1478, -118.4296)"
03/24/2014,140908093,03/13/2014,1315,09,Van Nuys,0969,354,THEFT OF IDENTITY,IC,Invest Cont, 5000         COLDWATER CANYON             AV,,"(34.1613, -118.4137)"
03/13/2014,141006941,03/13/2014,0300,10,West Valley,1004,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,18300         ROSCOE                       BL,,"(34.2208, -118.5317)"
03/13/2014,141006949,03/13/2014,0800,10,West Valley,1024,997,TRAFFIC DR #,IC,Invest Cont,              BAIRD                        AV,   HART                         ST,"(34.1916, -118.5377)"
03/13/2014,141006950,03/13/2014,1000,10,West Valley,1025,943,CRUELTY TO ANIMALS,IC,Invest Cont, 6800         HESPERIA                     AV,,"(34.1939, -118.5262)"
03/13/2014,141006951,03/13/2014,1140,10,West Valley,1017,997,TRAFFIC DR #,IC,Invest Cont,              BALBOA,   VALERIO,"(34.2048, -118.5014)"
03/13/2014,141006954,03/13/2014,1300,10,West Valley,1003,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 7900         RESEDA                       BL,,"(34.2139, -118.5361)"
03/13/2014,141006957,03/13/2014,1200,10,West Valley,1027,997,TRAFFIC DR #,IC,Invest Cont,              BALBOA,   VANOWEN,"(34.1939, -118.5011)"
03/13/2014,141006958,03/13/2014,0530,10,West Valley,1035,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,18300         VANOWEN                      ST,,"(34.1939, -118.5317)"
03/13/2014,141006965,03/13/2014,1455,10,West Valley,1017,901,VIOLATION OF RESTRAINING ORDER,AA,Adult Arrest,17200         CANTLAY                      ST,,"(34.2021, -118.5076)"
03/13/2014,141006966,03/13/2014,1615,10,West Valley,1067,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 5300         WHITE OAK                    AV,,"(34.1674, -118.5186)"
03/13/2014,141006967,03/13/2014,1455,10,West Valley,1017,901,VIOLATION OF RESTRAINING ORDER,AA,Adult Arrest,17200         CANTLAY                      ST,,"(34.2021, -118.5076)"
03/14/2014,141006968,03/13/2014,2130,10,West Valley,1018,997,TRAFFIC DR #,IC,Invest Cont,              SHERMAN,   WOODLEY,"(34.2012, -118.4837)"
03/14/2014,141006973,03/13/2014,0715,10,West Valley,1018,310,BURGLARY,IC,Invest Cont, 7400         GLORIA                       AV,,"(34.2048, -118.4793)"
03/14/2014,141006975,03/13/2014,2340,10,West Valley,1011,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,19300         WYANDOTTE                    ST,,"(34.203, -118.5535)"
03/14/2014,141006976,03/13/2014,2340,10,West Valley,1011,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,19300         WYANDOTTE                    ST,,"(34.203, -118.5535)"
03/14/2014,141006979,03/13/2014,1830,10,West Valley,1039,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,16000         VICTORY                      BL,,"(34.1867, -118.4815)"
03/14/2014,141006980,03/13/2014,0805,10,West Valley,1003,997,TRAFFIC DR #,IC,Invest Cont,              YOLANDA                      AV,   INGOMAR                      ST,"(34.2089, -118.5405)"
03/14/2014,141006990,03/13/2014,1900,10,West Valley,1097,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4200         NOELINE                      AV,,"(34.1483, -118.4868)"
03/14/2014,141006995,03/13/2014,1740,10,West Valley,1061,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   SHIRLEY                      AV,"(34.1724, -118.5649)"
03/14/2014,141007007,03/13/2014,1600,10,West Valley,1024,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 6900         BAIRD                        AV,,"(34.1957, -118.5373)"
03/13/2014,141007045,03/13/2014,2020,10,West Valley,1018,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest,              WOODLEY                      AV,   SHERMAN                      WY,"(34.2017, -118.4837)"
03/18/2014,141007171,03/13/2014,1420,10,West Valley,1037,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,17100         VANOWEN                      ST,,"(34.1939, -118.5055)"
03/19/2014,141007211,03/13/2014,1600,10,West Valley,1004,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 7700         RESEDA                       BL,,"(34.2102, -118.5361)"
03/20/2014,141007261,03/13/2014,2015,10,West Valley,1006,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,17300         ROSCOE                       BL,,"(34.2211, -118.5099)"
03/20/2014,141007295,03/13/2014,1530,10,West Valley,1065,662,"BUNCO, GRAND THEFT",IC,Invest Cont, 5300         NEWCASTLE                    AV,,"(34.1667, -118.5243)"
03/21/2014,141007308,03/13/2014,0815,10,West Valley,1043,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other,18500         HATTERAS                     ST,,"(34.1775, -118.536)"
03/23/2014,141007386,03/13/2014,1800,10,West Valley,1023,330,BURGLARY FROM VEHICLE,IC,Invest Cont,19000         HARTLAND                     ST,,"(34.1948, -118.547)"
03/23/2014,141007394,03/13/2014,1130,10,West Valley,1011,928,THREATENING PHONE CALLS/LETTERS,IC,Invest Cont,19100         SATICOY                      ST,,"(34.2084, -118.5492)"
03/29/2014,141007697,03/13/2014,0800,10,West Valley,1017,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,17500         COVELLO                      ST,,"(34.2076, -118.5142)"
03/13/2014,141100616,03/13/2014,2130,11,Northeast,1172,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1500         MOHAWK                       ST,,"(34.0834, -118.2628)"
03/13/2014,141107223,03/13/2014,0030,11,Northeast,1162,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest, 1300      N  VERMONT                      AV,,"(34.0956, -118.2918)"
03/13/2014,141107233,03/13/2014,0230,11,Northeast,1145,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              GLENDALE                     BL,   FLETCHER                     DR,"(34.1131, -118.2656)"
03/13/2014,141107265,03/13/2014,0330,11,Northeast,1136,886,DISTURBING THE PEACE,IC,Invest Cont, 4300         MONT EAGLE                   PL,,"(34.1202, -118.2198)"
03/13/2014,141107268,03/13/2014,1100,11,Northeast,1144,662,"BUNCO, GRAND THEFT",IC,Invest Cont, 2600         GRIFFITH PARK                BL,,"(34.1056, -118.2719)"
03/13/2014,141107269,03/13/2014,1100,11,Northeast,1138,997,TRAFFIC DR #,IC,Invest Cont, 6100         YORK                         BL,,"(34.1174, -118.1861)"
03/13/2014,141107272,03/13/2014,1610,11,Northeast,1113,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 2600         COLORADO                     BL,,"(34.1422, -118.223)"
03/13/2014,141107273,03/13/2014,1230,11,Northeast,1163,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1200      N  BERENDO                      ST,,"(34.0934, -118.2947)"
03/13/2014,141107274,03/13/2014,1515,11,Northeast,1118,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 5800         MONTE VISTA                  ST,,"(34.1125, -118.193)"
03/13/2014,141107275,03/13/2014,1630,11,Northeast,1143,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest,              SAINT GEORGE,   FRANKLIN,"(34.1055, -118.2786)"
03/13/2014,141107276,03/13/2014,1500,11,Northeast,1162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1100      N  VIRGIL                       AV,,"(34.0909, -118.2867)"
03/13/2014,141107280,03/13/2014,1210,11,Northeast,1174,310,BURGLARY,IC,Invest Cont, 2400         ECHO PARK                    AV,,"(34.0942, -118.2481)"
03/13/2014,141107283,03/13/2014,1700,11,Northeast,1102,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4000         VERDANT                      ST,,"(34.1317, -118.2705)"
03/13/2014,141107284,03/13/2014,1530,11,Northeast,1137,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 5200         MONTE VISTA                  ST,,"(34.1085, -118.2011)"
03/13/2014,141107285,03/13/2014,1635,11,Northeast,1123,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3100         LOS FELIZ                    BL,,"(34.1245, -118.2666)"
03/13/2014,141107286,03/13/2014,1630,11,Northeast,1136,956,"LETTERS, LEWD",IC,Invest Cont, 3800      W  AVENUE 42,,"(34.1218, -118.2252)"
03/13/2014,141107287,03/13/2014,1750,11,Northeast,1143,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 2700         HYPERION                     AV,,"(34.1068, -118.2723)"
03/14/2014,141107288,03/13/2014,2300,11,Northeast,1169,510,VEHICLE - STOLEN,IC,Invest Cont,              ECHO,   AVENUE 50,
03/14/2014,141107294,03/13/2014,1800,11,Northeast,1175,997,TRAFFIC DR #,IC,Invest Cont,              STADIUM                      WY,   ACADEMY                      RD,"(34.0834, -118.2453)"
03/14/2014,141107302,03/13/2014,2225,11,Northeast,1102,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4000         PERLITA                      AV,,"(34.1255, -118.2648)"
03/14/2014,141107339,03/13/2014,1900,11,Northeast,1125,310,BURGLARY,IC,Invest Cont, 5000         YORK                         BL,,"(34.1215, -118.2069)"
03/15/2014,141107348,03/13/2014,0800,11,Northeast,1147,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2800         SILVER                       ST,,"(34.1003, -118.2343)"
03/17/2014,141107461,03/13/2014,2200,11,Northeast,1158,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  400         ISABEL                       ST,,"(34.0891, -118.2161)"
03/18/2014,141107508,03/13/2014,1800,11,Northeast,1141,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 2000      N  BERENDO                      ST,,"(34.1077, -118.294)"
03/18/2014,141107528,03/13/2014,1600,11,Northeast,1125,310,BURGLARY,IC,Invest Cont, 5000         STRATFORD                    RD,,"(34.1232, -118.2064)"
03/19/2014,141107536,03/13/2014,2050,11,Northeast,1107,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1500         WILDWOOD                     DR,,"(34.13, -118.1987)"
03/25/2014,141107840,03/13/2014,0001,11,Northeast,1146,354,THEFT OF IDENTITY,IC,Invest Cont, 2800         ALLESANDRO                   ST,,"(34.1025, -118.248)"
03/31/2014,141108190,03/13/2014,0800,11,Northeast,1112,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,AA,Adult Arrest, 2600         CUNARD                       ST,,"(34.1276, -118.2255)"
03/13/2014,141208345,03/13/2014,0750,12,77th Street,1245,997,TRAFFIC DR #,AO,Adult Other,              KANSAS                       AV,   60TH                         ST,"(33.975, -118.2937)"
03/13/2014,141208347,03/13/2014,0430,12,77th Street,1256,997,TRAFFIC DR #,IC,Invest Cont,              FIGUEROA                     ST,   74TH,"(33.9713, -118.2827)"
03/13/2014,141208348,03/13/2014,0100,12,77th Street,1268,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  200      E  79TH                         ST,,"(33.9679, -118.2717)"
03/13/2014,141208353,03/13/2014,0900,12,77th Street,1269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,  700      E  MANCHESTER                   AV,,"(33.9602, -118.2629)"
03/13/2014,141208355,03/13/2014,0915,12,77th Street,1219,210,ROBBERY,IC,Invest Cont, 5600      S  FIGUEROA                     ST,,"(33.9915, -118.2827)"
03/13/2014,141208361,03/13/2014,1325,12,77th Street,1213,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 1800      W  SLAUSON                      AV,,"(33.9892, -118.3089)"
03/13/2014,141208365,03/13/2014,1300,12,77th Street,1265,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,              MANCHESTER                   AV,   NORMANDIE                    AV,"(33.96, -118.3036)"
03/13/2014,141208366,03/13/2014,1500,12,77th Street,1256,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,  600      W  73RD                         ST,,"(33.9737, -118.2842)"
03/13/2014,141208368,03/13/2014,1605,12,77th Street,1245,997,TRAFFIC DR #,IC,Invest Cont,              FLORENCE                     AV,   VERMONT                      AV,"(33.9746, -118.3041)"
03/13/2014,141208369,03/13/2014,1530,12,77th Street,1239,210,ROBBERY,JA,Juv Arrest,              60TH                         AV,   VERMONT,"(33.985, -118.2948)"
03/13/2014,141208370,03/13/2014,1845,12,77th Street,1273,997,TRAFFIC DR #,IC,Invest Cont,              WESTERN,   88TH                         ST,"(33.9582, -118.309)"
03/13/2014,141208374,03/13/2014,1500,12,77th Street,1204,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1100      W  47TH                         ST,,"(34.0006, -118.2937)"
03/14/2014,141208375,03/13/2014,1830,12,77th Street,1218,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,              VERMONT,   SLAUSON,"(33.9892, -118.2915)"
03/14/2014,141208376,03/13/2014,1100,12,77th Street,1265,997,TRAFFIC DR #,IC,Invest Cont,              NORMANDIE                    AV,   MANCHESTER                   AV,"(33.9598, -118.3003)"
03/14/2014,141208377,03/13/2014,1630,12,77th Street,1213,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest, 1800      W  SLAUSON                      AV,,"(33.9892, -118.3089)"
03/14/2014,141208380,03/13/2014,1845,12,77th Street,1273,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              WESTERN                      AV,   88TH                         AV,"(33.9536, -118.309)"
03/14/2014,141208381,03/13/2014,1530,12,77th Street,1213,210,ROBBERY,IC,Invest Cont, 5500      S  WESTERN                      AV,,"(33.9924, -118.3089)"
03/14/2014,141208382,03/13/2014,1700,12,77th Street,1239,210,ROBBERY,JA,Juv Arrest,              SLAUSON,   BUDLONG,"(33.9891, -118.2958)"
03/14/2014,141208384,03/13/2014,1800,12,77th Street,1263,761,BRANDISH WEAPON,AO,Adult Other, 2100      W  79TH                         ST,,"(33.9673, -118.3156)"
03/14/2014,141208390,03/13/2014,0930,12,77th Street,1239,210,ROBBERY,AA,Adult Arrest,              HOOVER                       ST,   58TH                         PL,"(33.9888, -118.2871)"
03/13/2014,141208393,03/13/2014,1325,12,77th Street,1253,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 7200      S  GRAMERCY                     PL,,"(33.9746, -118.3134)"
03/13/2014,141208394,03/13/2014,1145,12,77th Street,1267,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 8500      S  FIGUEROA                     ST,,"(33.9611, -118.2827)"
03/13/2014,141208395,03/13/2014,0900,12,77th Street,1266,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  800      W  82ND                         ST,,"(33.9643, -118.2871)"
03/13/2014,141208401,03/13/2014,0935,12,77th Street,1263,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,              WESTERN,   MANCHESTER,"(33.96, -118.309)"
03/13/2014,141208402,03/13/2014,0900,12,77th Street,1248,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  800      W  GAGE                         AV,,"(33.9819, -118.287)"
03/13/2014,141208403,03/13/2014,1035,12,77th Street,1208,997,TRAFFIC DR #,IC,Invest Cont,              FIGUEROA                     ST,   49TH,"(33.9961, -118.2827)"
03/14/2014,141208406,03/13/2014,1700,12,77th Street,1268,510,VEHICLE - STOLEN,IC,Invest Cont,  200      E  82ND                         PL,,"(33.9646, -118.2717)"
03/13/2014,141208407,03/13/2014,1925,12,77th Street,1218,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  900      W  55TH                         ST,,"(33.9923, -118.2893)"
03/14/2014,141208415,03/13/2014,1630,12,77th Street,1251,997,TRAFFIC DR #,IC,Invest Cont,              VICTORIA,   FLORENCE,"(33.9745, -118.3324)"
03/13/2014,141208416,03/13/2014,0740,12,77th Street,1213,997,TRAFFIC DR #,IC,Invest Cont,              54TH                         ST,   CIMARRON                     ST,"(33.9932, -118.3166)"
03/14/2014,141208421,03/13/2014,2200,12,77th Street,1233,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6100      S  HOBART                       BL,,"(33.9845, -118.3078)"
03/13/2014,141208475,03/13/2014,1300,12,77th Street,1241,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 6200         CRENSHAW                     BL,,"(33.9837, -118.3309)"
03/14/2014,141208476,03/13/2014,0645,12,77th Street,1207,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  800      W  51ST                         ST,,"(33.9965, -118.2871)"
03/14/2014,141208486,03/13/2014,1930,12,77th Street,1253,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 7500      S  HARVARD                      BL,,"(33.9718, -118.3068)"
03/14/2014,141208488,03/13/2014,2200,12,77th Street,1249,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,              GAGE                         AV,   HOOVER                       ST,"(33.9823, -118.2849)"
03/13/2014,141208498,03/13/2014,1155,12,77th Street,1266,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other, 7900      S  VERMONT                      AV,,"(33.9678, -118.2914)"
03/15/2014,141208502,03/13/2014,2200,12,77th Street,1266,121,"RAPE, FORCIBLE",AO,Adult Other, 7900      S  HOOVER                       ST,,"(33.9678, -118.2871)"
03/17/2014,141208608,03/13/2014,0805,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  800      W  60TH                         ST,,"(33.9855, -118.287)"
03/21/2014,141208840,03/13/2014,1530,12,77th Street,1266,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  900      W  80TH                         ST,,"(33.9667, -118.2893)"
03/28/2014,141209311,03/13/2014,1055,12,77th Street,1265,900,VIOLATION OF COURT ORDER,IC,Invest Cont, 1300      W  79TH                         ST,,"(33.9673, -118.2986)"
03/29/2014,141209343,03/13/2014,2130,12,77th Street,1256,310,BURGLARY,IC,Invest Cont,  700      W  75TH                         ST,,"(33.9717, -118.2856)"
